id,label,subject,text
452,bug_report,Promo code field rejects valid codes,The promo code input rejects codes with a red error even though support confirmed the codes are valid and active.
453,bug_report,Page layout broken on tablet,When I view the site on my iPad everything is jumbled. Text overlaps with images and buttons are cut off.
454,bug_report,Invoice PDF download produces corrupted file,Downloading my invoice produces a file that no PDF reader can open. Consistently broken across all browsers.
455,bug_report,Video upload stuck at 99%,Uploading any video file gets stuck at 99% indefinatly. Ive waited over an hour. The file size is around 200MB. Tried on Chrome and Safari.
456,bug_report,Language change not working,When I change the app language to Spanish or another language UI still shows in English.
457,bug_report,Wrong currency displayed for EU accounts,My account is set to EUR but all prices are displaying in USD. This happened after your maintenance window last Tuesday. Region settings still show Europe/Berlin.
458,bug_report,Data not saving after session expires,If my session times out while I'm editing a form and I log back in all my changes are lost. There's no warning that the session expired before I hit save.
459,bug_report,Notifications arrive hours late,Push notifications are showing up 3 to 4 hours after the event they are about. Real-time alerts are useless this way.
460,bug_report,Overcharged on my last invoice,My last invoice is $50 higher than previous months with no explanation. I need someone to look at this and get the overpayment back to me.
461,bug_report,Slow database query,Specific database query is extremely slow.
462,bug_report,HTML rendering issue,HTML content doesn't render correctly in the UI.
463,bug_report,Vibration notification not turning off,I disabled vibrations in settings but my phone still vibrates when notifications arrive.
464,bug_report,Sorting dropdown broken,When I select 'Sort by Price' or 'Sort by Rating' the products stay in the same order. The sort isn't working at all.
465,bug_report,Keyboard shortcuts not working in login,Keyboard shortcuts I use elsewhere don't work in the sign-in entry form.
466,bug_report,Date format not localized,Dates always show in MM/DD/YYYY format regardless of locale settings.
467,bug_report,Array mutation bug,Array was mutated when it shouldn't have been.
468,bug_report,Sign-in page showing blank white screen,The entry page loads but the form fields don't appear. I just see a blank white screen where the entry form should be.
469,bug_report,Checkout crashes mid-payment with no confirmation,I fill in all payment details and click purchase but the page crashes with no confirmation. I don't know if I was charged.
470,bug_report,Invoice does not reflect what was agreed,The invoice I received shows a different price than what was confirmed in my order summary. I have the order confirmation email with the correct amount. Please reconcile these records.
471,bug_report,Notification badge count wrong,The notification bell shows 5 unread messages but when I click it there are only 2. The count is inaccurate.
472,bug_report,Popup overlay preventing interaction,A modal or popup is stuck on screen and blocking me from interacting with the main content.
473,bug_report,Page hangs when loading large lists,When I try to view my full order history the page hangs. It probably has too many records to load at once.
474,bug_report,Autocorrect making changes without consent,The form fields have aggressive autocorrect that's changing my text as I type. I can't disable it.
475,bug_report,Graph tooltips show data from the wrong series,Hovering over the bar chart shows tooltip values that don't match the bar I'm hovering over.
476,bug_report,Profile picture upload fails with no error message,When I try to upload a new profile picture the upload spinner runs for about thirty seconds and then silently fails with no error message shown. The old picture remains and there is no indication of what went wrong. I have tried files of different sizes and formats and none upload successfully. The profile picture upload feature is broken and needs to be fixed.
477,bug_report,JSON serialization circular,Trying to serialize circular object structure hangs.
478,bug_report,Placing an order opens a blank screen,Every time I try to place an order by clicking the confirm button the entire screen goes blank and the app becomes unresponsive. No order is actually created and I have to force-close the app and restart. The order placement flow is broken at the final confirmation step. This is a reproducible bug that needs investigation by your engineering team.
479,bug_report,Filter results not updating,When I click on price or category filters nothing happens. The products don't filter and no error message appears.
480,bug_report,Time zone conversion wrong,Event times are displayed in wrong time zone not matching user's setting.
481,bug_report,Loading spinner never stops,Sometimes the loading spinner on the dashboard just keeps spinning forever. The page never finishes loading even though there's no network issue.
482,bug_report,Currency symbol not showing,Prices show as just numbers without currency symbols in some locales.
483,refund_request,"Service outage on day of purchase, I never got what I paid for",The service was completely down on the exact day I purchased. I never got to use what I paid for.
484,refund_request,"Privacy violated by selling my data, want restitution",You violated my privacy by selling my data. I need the charge reversed as compensation.
485,refund_request,"Product appears counterfeit, want to be made whole",The item I received appears to be counterfeit or imitation not genuine. I need the charge reversed in full for this product.
486,refund_request,The charge on my account is incorrect,Looking at my statement the amount doesnt match what the checkout showed me. I need this corrected on my billing record. The invoice is wrong and I want it fixed.
487,refund_request,I want this soted out,I paid for somthing that didnt work as expected and now im stuck trying to get it resolved. I've contacted support beofre with no luck. Just need someone to actually help me here.
488,refund_request,Double charge on my statment,I see the same transaction twice on my card statment from the same day. I only made one purchse. Need the duplicate removed and my account corrected.
489,refund_request,Considering legal action if my payment is not returned,I'm considering legal action if you don't process my credit back.
490,refund_request,Never recieved the item I paid for,"Its been almost a month and my order never arrived. No tracking updates, no communication. I paid for something that never showed up. What are you going to do about it?"
491,refund_request,Invoice shows higher price than what I was quoted,My invoice for March says $299/month but I was quoted $249/month during signup. I have the confirmation email with the original price. I ask that you return the difference.
492,refund_request,Advertising claims do not match reality at all,The product doesn't meet the false advertising claims. I ask that you return what I paid.
493,refund_request,Not happy with what I recieved,What I got was not what I ordered. The product doesnt match the description at all. I am not satisfied and I want this situation made right.
494,refund_request,"Your policy promises resolution within 30 days, I am within that window",Your policy states reimbursements within 30 days. I'm within that window so please reimbursement.
495,refund_request,Free trial ended 10 days early and I was charged,My 14-day free trial was supposed to end on March 20th but you charged my card on March 10th. I'd like the charge reversed and a full payment reversal.
496,refund_request,Third-party seller provided terrible service,The third-party seller provided poor service. I need the charge reversed from the platform.
497,refund_request,Was charged but my order was cancelled,My order was cancelled by your system but the charge went through anyway. The billing record shows a completed payment with no associated order. This is an error that needs correcting.
498,refund_request,Serouisly frustrated with this whole situation,"Ive been dealing with this issue for over two weeks. First the payment went wrong, then the order was messed up, now noone can tell me whats going on. I need resolution today."
499,refund_request,Would prefer account credit over cash,Rather than a cash payout I would prefer you add the amount to my account as credit for future purchases. Either way the overcharge needs to be corrected.
500,refund_request,Product never arrived and I want my money back,My order was marked as delivered two weeks ago but I never received it at my address. I have checked with neighbors and the building reception and nobody accepted a parcel on my behalf. Since the product was never actually delivered I want a full refund of the purchase amount. Please process the refund without asking me to wait further.
501,refund_request,Request for manager to review billing discrepancy,I have been going back and forth with support about an incorrect charge and not getting anywhere. I am requesting that a manager review the billing history on my account and tell me what happened.
502,refund_request,Give me loyalty points as an alternative to cash,Give me loyalty points instead of a cash return of my payment.
503,refund_request,Offer free shipping on next order as compensation,I am requesting that you offer free shipping on my next order instead of my amount credited back.
504,refund_request,"Penalty clause excessive, want money back instead",The penalty clause is excessive. Return what I paid instead of paying penalties.
505,refund_request,Cancellation confirmed but charge appeared anyway,I cancelled my subscription on February 15th and have the confirmation email. Despite this a charge appeared on March 1st. Please review the account history and correct this billing error.
506,refund_request,"Return shipped weeks ago, money still has not come back",I returned the item three weeks ago with tracking confirmation showing it was delivered to your warehouse. Still no credit back.
507,refund_request,Security breach compromised my payment info,Your security was breached and my payment information was compromised. I need this transaction undone.
508,refund_request,Please send a replacement item instead,I am requesting that you send a replacement item instead of my amount credited back.
509,refund_request,Extended warranty added to my order without my consent,I don't want the extended warranty that was added to my order. Kindly return of my payment that charge.
510,refund_request,"Not satisfied, want to use the satisfaction guarantee",I'm not satisfied with my purchase and want to use the satisfaction guarantee my money returned.
511,refund_request,Have store credit but want my original payment back,I have store credit but want my amount credited back instead. Can you reimburse my purchase?
512,refund_request,Filing chargeback for unauthorised transaction,I am in the process of filing a chargeback with my card provider for a charge I did not authorise. I wanted to notify you first so you can review the transaction before I proceed.
513,refund_request,Reimbursement approved but not reflected in account,I was told three weeks ago that a credit would be applied to my account. My latest invoice still shows the full amount with no credit. Where is the adjustment?
514,refund_request,"Gift recipient already owns this, want to undo the purchase",I bought this as a gift and the recipient already owns it. They don't want it. Can I get my charge reversed?
515,refund_request,"Item went to wrong address, billing issue to resolve",The courier delivered my item to the wrong address. I cannot retrieve it. The charge is on my account for something I never received. Please review the transaction.
516,refund_request,Item never arrived and I want my money back,It's been six weeks since the estimated delivery date and my order has still not arrived. I expect to be paid back in full at this point.
517,refund_request,Subscription renewed without my knowledge,My subscription renewed automatically and I was not informed beforehand. I was not planning to continue and I would not have renewed. Please look at the renewal transaction on my account.
518,refund_request,"Complaint unresolved for weeks, want this settled",My complaint has been unresolved for weeks. I need this transaction undone to settle this.
519,refund_request,This complaint needs executive-level attention,This complaint needs executive-level attention regarding my reimbursement.
520,refund_request,Invoice amount does not match what I was quoted,"During the sales call I was given a specific price. My invoice shows a completely different number that is much higher. I expect to pay only what I was quoted, not a penny more."
521,refund_request,Purchased gift card for wrong amount by mistake,I accidentally purchased a gift card for the wrong amount. Reimbursement it.
522,refund_request,Someone accessed my account and made purchases without me,Someone else accessed my account and made purchases. I am owed a return for unauthorized charges.
523,refund_request,"Accidentally placed duplicate order, need one cancelled",I accidentally ordered the same item twice. I ask that you credit back one of the duplicate orders.
524,refund_request,Filing a Better Business Bureau complaint,I'm filing a complaint with the Better Business Bureau.
525,refund_request,Purchased feature not available in my region,After buying the add-on I discovered it's not available in my country. This wasn't disclosed. I expect to be paid back in full.
526,refund_request,Paid for new but received an opened used item,I paid for new but received an opened or used item. I expect to be paid back for receiving used merchandise.
527,refund_request,Please return funds via PayPal to my account,I ask that you reimbursement via PayPal to my account.
528,refund_request,Contract terms are completely unconscionable,The terms are unconscionable and I am owed a return.
529,refund_request,Leaving negative reviews about this billing dispute,I'm leaving negative reviews about this return of my payment issue.
530,refund_request,"Where is my package, its been 3 weeks",My order shipped 3 weeks ago and hasnt arrived. Tracking hasnt updated in 10 days. At this point I dont know if its lost or just delayed. I need to know whats happening.
531,refund_request,"Bought wrong plan by mistake, want it undone not transferred",I accidentally bought the wrong subscription tier. I don't want a plan change. I expect to be paid back in full to repurchase correctly.
532,refund_request,Money back request from March 10th still hasn't hit my bank,I requested my payment back on March 10th and it shows as processed on your end but hasn't appeared in my bank account yet. Kindly expedite the return of my payment.
533,refund_request,Payment went through but service not working,I paid for the premium tier and the charge cleared but my account still shows the free tier. I am being billed for something I cant use. Please fix the account or explain the charge.
534,refund_request,Discount code stopped working mid-month before expiry,I had a 30% discount code that was supposed to be valid through March but it stopped working mid-month. Can you reapply the discount or return my payment?
535,refund_request,Hidden fees added at checkout without disclosure,There were hidden fees added that weren't disclosed at checkout. Kindly payment reversal the hidden fees.
536,refund_request,"Your policy says no questions asked, please honor it",Your policy says no questions asked reimbursements so I'm requesting one.
537,refund_request,I don't want store credit or an exchange only my original payment returned,I have already been offered store credit and a product exchange by a previous agent and I am declining both. I want only the original payment amount returned to the card I used. The product did not meet the advertised specifications and I am entitled to a full monetary refund. Please process the return of my payment without offering alternatives.
538,refund_request,"Changed my mind, want to return this purchase",I changed my mind about this purchase and want to return it for my charge reversed.
539,refund_request,Protection plan I never wanted was added to my order,I don't want the protection plan. I ask that you remove it and reverse the charge.
540,refund_request,"Product was misrepresented, want full reimbursement",You misrepresented the product. I need this transaction undone in full.
541,refund_request,"Lifetime guarantee should cover this, want my money back",You offered a lifetime guarantee so I am owed a return under that guarantee.
542,refund_request,Unexpected add-on charge I never authorized,I see a charge of $9.99 labeled 'Add-on Feature' on my bill but I never purchased any add-ons. Tell me what this is for and return of my payment it.
543,refund_request,Give me a discount coupon as resolution,I am requesting that you give me a discount coupon instead of my amount credited back.
544,refund_request,"Classic bait and switch, want this undone",You used bait and switch tactics and I need the charge reversed.
545,refund_request,Promo code SAVE20 accepted but full amount still charged,I entered the promo code SAVE20 at checkout and it said it was applied but the final charge on my card was full price. i ask that you apply the 20% dicount or return the differance.
546,refund_request,Need help with a problem from my last purchase,Something went wrong with my recent order and I havent been able to get it sorted. Ive reached out before without resolution. I just need someone to actually look at my case.
547,refund_request,Offer extended warranty as compensation,Offer extended warranty as compensation instead of reimbursement.
548,refund_request,Only half my order arrived but I was charged for everything,Only half my order arrived but I was charged for everything. pay me back for the items that never came.
549,refund_request,Please issue a gift card as compensation,I ask that you issue a gift card instead of a cash my money returned.
550,refund_request,Urgent: cannot use the product I am paying for,I am paying for this service and I cannot use it. Something is broken on my account and I need it fixed as a matter of urgency. I should not have to keep chasing this.
551,refund_request,Paid for item that never arrived,I paid for this item but never received it. I need the charge reversed in full.
552,refund_request,"Package arrived completely destroyed, I want my money back",The box was completely crushed and the item inside is broken. I'm not interested in a replacement. I need the charge reversed.
553,refund_request,Give me early access to new features as compensation,Kindly give me early access to new products instead of my payment back.
554,refund_request,Disputing this charge with my bank,I'm disputing this charge with my bank. I am requesting that you my money returned before I escalate further.
555,refund_request,Accidentally ordered twice and need one refund,I placed the same order twice by mistake due to a confusing checkout experience and was charged for both. I only want one of the orders and am returning the duplicate. I need a full refund for the second charge as soon as the courier collects the item. Please confirm the refund will be processed on return receipt.
556,refund_request,"Money-back promised by agent two weeks ago, still nothing",A support rep told me 10 days ago my return of my payment was approved and would appear in 5 to 7 days. It still hasn't.
557,refund_request,Amount charged doesnt match what was agreed,The charge on my account is more than what I agreed to at checkout. The confirmation said one amount and my bank statement shows a higher figure. Please correct this discrepancy.
558,refund_request,"Promotional offer not honored, still getting billed",I was promissed 3 months free when I signed up but your charging me for month 1. The promotion should cover the first 3 months and i need the charge reversed.
559,refund_request,"Annual plan not the right fit, want to undo the upgrade",I upgraded to the annual plan three days ago but it's not the right fit. I'd like to downgrade back to monthly and get a prorated credit back for the remaining months.
560,refund_request,Charged after account deletion,I deleted my account on the 3rd but you still charged me on the 8th. The account does not exist anymore yet the money was taken. Get it back to me.
561,refund_request,Item quality far below what was advertised,The quality of the item is poor and doesn't meet expectations. I expect to be paid back for the substandard product.
562,refund_request,"Food item arrived expired, want to be compensated",The food item I received is expired or has a very short expiration date. I ask that you my money returned and send a replacement with a proper expiration date.
563,refund_request,"Quality guarantee violated, product failed",Your quality guarantee was violated and the product failed. I'm entitled to my payment back.
564,refund_request,"Defective product, doesn't work at all",The product is defective and doesn't work properly. I am requesting that you reimbursement so I can purchase a working alternative.
565,refund_request,"Second replacement also arrived damaged, done with exchanges now","You sent a replacement for my damaged item and the replacement is also damaged. I expect to be paid back in full this time, not another replacement."
566,refund_request,Trial was supposed to be free but I got charged,The trial period was supposed to be free but I was charged. I need this transaction undone for the trial charge.
567,refund_request,"Charged twice on same day, want one transaction reversed","My card shows two identical charges on the same day. I want one of them reimbursed to my card, not account credit."
568,refund_request,"Waited unacceptably long, want to be compensated",I had to wait an unacceptable amount of time. I am owed a return for my inconvenience.
569,refund_request,Filing an ombudsman complaint about refusal to pay me back,I'm filing an ombudsman complaint about your refusal to return of my payment.
570,refund_request,I have consulted an attorney about this dispute,I've consulted an attorney about this my money returned dispute.
571,refund_request,Please return funds via bank transfer not by check,Kindly payment reversal via bank transfer to my account instead of check.
572,refund_request,Three separate return transactions appeared instead of one,I requested one reimbursement but I see three separate reimbursement transactions from you in my bank account. I'm confused about what I actually owe and need clarification.
573,refund_request,"Service was completely unusable, I want my money back",I paid for a month and couldn't use the service for more than a day due to repeated outages. I am owed a return.
574,refund_request,"Only 3 of 5 items arrived, owed for 2 missing",I ordered 5 items but the package only contains 3. Reimbursement for the 2 missing items or ship them immediately.
575,refund_request,"Account may be compromised, unauthorized charges appeared",My account may have been compromised. I ask that you reimbursement any unauthorized charges.
576,refund_request,"Paid for priority support but received none, want upgrade cost back",I upgraded for priority support and have been waiting 4 days for a response. That is not priority. credit back the upgrade cost.
577,refund_request,Product significantly different from description,The product I received looks and functions nothing like what was shown and described in the product listing. The materials are inferior the dimensions are wrong and a key advertised feature is completely missing. Under consumer protection principles I am entitled to a refund for goods not matching their description. Please initiate the refund process.
578,refund_request,Give me free priority support as compensation,Kindly give me free priority support instead of my payment back.
579,refund_request,The item stopped working on day one and I want my payment returned,The product I ordered arrived yesterday and stopped functioning entirely within a few hours of first use. I followed the setup instructions exactly and there is clearly a manufacturing defect. Since the item is faulty from day one I am requesting the full payment be returned to me. I do not want a replacement or repair only my money back.
580,refund_request,Using buyer protection for this transaction,I'm using my buyer protection to get my funds returned for this item.
581,refund_request,"Fraudulent charge on my account, I did not authorize this",This charge appears to be fraudulent. I didn't authorize this purchase. Kindly payment reversal immediately.
582,refund_request,"Advertised money-back guarantee, want to use it",You advertised a money-back guarantee so I want to use it for my charge reversed.
583,refund_request,Trial ended early and I was charged the full price,You ended my trial 5 days early and charged me the full monthly amount. I want a pro-rated reimbursement.
584,refund_request,"Failed to deliver on obligations, I want my payment back",You failed to perform your obligations. I need this transaction undone.
585,refund_request,Terms changed unilaterally after I signed up,You unilaterally changed the agreement terms. I need the charge reversed.
586,refund_request,"Within the 60-day return window, requesting my payment back",I'm requesting my funds returned within the 60-day return window.
587,refund_request,Invoking marketplace guarantee for defective item,I'm invoking the marketplace guarantee for this defective item. I expect to be paid back in full.
588,refund_request,"Item is wrong size, doesn't fit at all",The item is the wrong size and doesn't fit. I am owed a return for the incorrect size.
589,refund_request,Membership charge I never agreed to,I was charged for a membership I didn't authorize. I ask that you cancel and reverse the charge.
590,refund_request,Requesting store credit as an alternative to cash back,Issue store credit instead of my charge reversed.
591,refund_request,"Auto-renewal I missed cancelling, noticed immediately, want it reversed",I forgot to cancel and it auto-renewed. I noticed immediately and haven't used it since. Kindly payment reversal.
592,refund_request,I want cash back not store credit or merchandise credit,I want a cash my money returned not store credit or merchandise credit.
593,refund_request,Received wrong item and do not want an exchange,I ordered the blue version and received a red one. I don't want a replacement. I just want my amount credited back.
594,refund_request,"Package stolen from porch, need help",My package was stolen from my porch. Kindly reimbursement or reship to a safer location.
595,refund_request,Paid for a service that was never delivered,I paid for a service that was never provided. I am requesting that you credit back the full amount.
596,refund_request,"Unfair contract, want to cancel and get paid back",The contract terms are unfair. I need this transaction undone and to cancel.
597,refund_request,Service delivered was grossly inadequate,The service provided was inadequate. I am requesting that you return what I paid.
598,refund_request,Return shipping cost is unreasonably expensive,The return shipping is extremely expensive. Can you my money returned the return shipping cost or provide a prepaid label?
599,refund_request,Please exchange for the correct item,Kindly exchange this for the correct item instead of returning the payment.
600,refund_request,Discount code accepted but full price charged,"I entered my promo code at checkout, the page confirmed it was applied, and then I was charged the full original price. That is not acceptable. I want the discount amount back."
601,refund_request,My reimbursement request was denied without any explanation,You denied my credit back request without justification. I am requesting that you reconsider and approve.
602,refund_request,Store credit issued but I specifically asked for card return,You issued store credit instead of returning money to my card. I specifically requested a card my money returned. I ask that you correct this.
603,refund_request,Grant VIP status as compensation,I ask that you grant VIP status as compensation instead of my funds returned.
604,refund_request,I have asked multiple times for my money back and been ignored,I've requested my charge reversed multiple times and you're ignoring me. Process it.
605,refund_request,"Seller completely unresponsive, want to close this order",The seller was unresponsive to my complaints. Return what I paid and to close this order.
606,refund_request,Product nothing like the website description,The product doesn't match the description on the website. I need the charge reversed in full for misrepresented merchandise.
607,refund_request,Subscription cancelled but charges keep coming,I cancelled my subscription but charges keep appearing on my card. I ask that you stop the charges and my money returned all recent charges.
608,refund_request,Deceptive business practices led to my purchase,Your deceptive business practices caused me to purchase. I expect to be paid back.
609,refund_request,Service modified without my consent,You modified the service without my consent. I expect to be paid back.
610,refund_request,"I want the complete amount returned, not a partial credit",Kindly return what I paid in full not a partial return of my payment. Kindly issue the complete amount.
611,refund_request,No resolution offered despite my repeated complaints,You offered no resolution to my complaint. Kindly return what I paid.
612,refund_request,Please process this money return as quickly as possible,I ask that you process my credit back as quickly as possible. I need the money soon.
613,refund_request,"Customer service was awful, want compensation",Your customer service was poor and unhelpful. I'm requesting my payment back due to bad service.
614,refund_request,Unauthorized charge needs to be reversed,There's a charge I never authorized on my card. This needs to be reversed immediately and I want a confirmation.
615,refund_request,"Material breach of agreement, want to be made whole",You materially breached the agreement. I am owed a return in full.
616,refund_request,"Ordered medium, received large, wrong size shipped",I ordered size medium but received size large. Kindly ship the correct size or reimburse my purchase.
617,refund_request,Charge dispute I need to resolve,I need to resolve a charge dispute on my recent purchase. The product was misrepresented in the listing and I paid for something I did not receive. I have already attempted to resolve this informally without a satisfactory response. I am formally requesting a full refund of the charge so this dispute can be closed.
618,refund_request,"Compensation offered is insulting, want the full amount back",The compensation you offered is inadequate. I need the charge reversed in full instead.
619,refund_request,"Item arrived visibly damaged, want my money back",The item I received has visible damage to the box and the product inside is broken. I need a full payment reversal for the damaged item.
620,refund_request,Please wire the amount back to my bank account,I am requesting that you wire the credit back amount to my bank account.
621,refund_request,Prepared to go to small claims court over this,I'm prepared to pursue this in small claims court if necessary.
622,refund_request,"Package lost in transit, need resolution",The package was lost in transit. I am requesting that you credit back or reship the item.
623,refund_request,Product does not match description at all,What I received is nothing like what was advertised. I feel misled and I'm requesting a full payment reversal.
624,refund_request,Paid for annual plan but account was deleted,I paid for a full year upfront and then my account was deleted due to what seems like a system error. return of my payment my annual payment.
625,refund_request,Service cancelled but payment still deducted,I cancelled my subscription three days before the next billing date following the correct procedure and received a cancellation confirmation email. However payment was still deducted from my account on the billing date. Since I had properly cancelled before the cutoff I am requesting a full refund of the incorrectly taken payment.
626,refund_request,"Returned funds bounced back, now stuck in limbo",I received my my money returned but my bank sent it back as undeliverable. Now it's stuck and I need help getting it reissued to a valid account.
627,refund_request,"Treated unfairly, want the transaction reversed",I was discriminated against and treated unfairly. I expect to be paid back.
628,refund_request,Item arrived much later than promised delivery date,The item arrived much later than promised. I ask that you return what I paid for the late delivery.
629,refund_request,Only partial amount returned when full amount was agreed,Support confirmed I'd receive a full reimbursement but only a partial amount was processed. I want the remaining balance.
630,refund_request,Posting publicly about this unresolved charge dispute,I'm posting about this on social media to warn others.
631,refund_request,"Item arrived with missing parts, completely unusable",The item came with missing parts making it unusable. I need the charge reversed for the incomplete item.
632,refund_request,"Charged for cancelled service, want money back not credit","I cancelled before the renewal date but was charged anyway. I want that charge reimbursed to my card, not store credit."
633,refund_request,Wrong item sent and I want a full refund,The item delivered to me is completely different from what I ordered. The product name color and model number are all wrong and it is clear this was a picking error. Rather than going through a replacement process I would prefer a full refund so I can purchase from elsewhere. Please arrange the return collection and process my refund.
634,refund_request,"Staff was rude and disrespectful, want restitution",The staff was rude and disrespectful. I expect to be paid back for the poor experience.
635,refund_request,"My request for reimbursement has stalled, needs escalation",my my money returned request has been stalled. I ask that you escalate to management.
636,refund_request,Please return in cryptocurrency to my wallet,Kindly reimbursement in cryptocurrency to my wallet.
637,refund_request,Opened a dispute for the incorrect charge on my account,I have formally opened a dispute regarding a charge on my account that I believe is incorrect and unauthorized. I did not authorize this transaction and I want the full amount returned to me as part of resolving this dispute. My account history clearly shows I never initiated the purchase this charge corresponds to. Please process my refund for the disputed amount.
638,refund_request,Color completely different from the website photo,The color of the item is completely different from the picture on the website. I need this transaction undone for the mismatched color.
639,refund_request,Previous overpayment never applied to next invoice,I overpaid my account by $50 last month and was told it would be credited toward my next invoice. It's not showing on this month's bill so please return what I paid.
640,shipping_delivery,"Order never arrived, need this resolved",It has been three weeks and my order has still not arrived. The tracking has not updated in ten days. At this point I either need the item delivered urgently or I need to be made whole for what I paid.
641,shipping_delivery,Carrier error preventing delivery,The system says the carrier is overloaded and my order cannot be processed. I have been waiting for days. I paid for something I cannot receive. I expect either delivery or a full resolution on the charge.
642,shipping_delivery,FedEx location limited,FedEx locations near me are limited and inconveniently located.
643,shipping_delivery,"Cannot track my order, page not loading",Every time I try to view my order tracking the page just shows an error. I cannot see where my package is or when it will arrive. The tracking portal is completely inaccessible to me.
644,shipping_delivery,"Package out for delivery six days ago, still nothing",The last tracking update was six days ago saying out for delivery. Nothing has arrived. The item is gone and so is my money. I need this situation fixed immediately.
645,shipping_delivery,Tracking portal shows stale data,The tracking page has not updated since last Thursday. It still shows the same status from six days ago even though the delivery window has long passed. I cannot get any useful information about my order.
646,shipping_delivery,"Paid for express, got standard, want price diff back",I paid extra for 2-day shipping and it arrived 8 days later via standard. I want the price difference between express and standard shipping returned to me.
647,shipping_delivery,Signature waiver option missing,I want to waive signature requirement but can't.
648,shipping_delivery,Free transit threshold too high,The free shipping minimum is $250 but I typically spend less than that.
649,shipping_delivery,Capacity constraints limiting options,The service I selected says they can't process my order right now due to volume. The error message when I try to place the order says to try again later but it has been three days.
650,shipping_delivery,Double payment went through,The checkout page errored out so I submitted again. It turns out both payments went through. I only bought one item and I need the second payment returned.
651,shipping_delivery,Items in my order ariving at differnt times with no explanation,"I ordered several things and they are trickling in randomly. No schedul, no communication about which are coming when. Very disorganised and annoying."
652,shipping_delivery,Customs fee appeared that wasnt disclosed,My international order got hit with a customs fee that was never mentioned at checkout. This added unexpected cost to my order and I wasnt prepared for it. Wasnt in the price breakdown.
653,shipping_delivery,Drop shipping third party,My item ships from a third-party seller with poor tracking and service.
654,shipping_delivery,Item substituted without permission,I ordered a red shirt but recieved blue instead. Theyre the same product but i didnt authorize this substitution.
655,shipping_delivery,Multiple replacements needed,The replacement item arrived damaged too. Now I'm asking for a third shipment.
656,shipping_delivery,Cant figure out how to return this,I need to return an item but I cant find the return option anywhere in my account. The process is unclear and when I click around I just go in circles. How do I initiate a return?
657,shipping_delivery,Final-mile courier is different from the one I chose,The final delivery is handled by a different carrier than what I shipped with.
658,shipping_delivery,Package consolidation impossible,I have multiple orders and wanted to consolidate shipping but you won't do it.
659,shipping_delivery,Aliexpress style shipping,Items ordered ship from China taking 6-8 weeks and no good tracking.
660,shipping_delivery,Item shown as delivered but never received,The tracking says delivered but I never got anything. I was home all day. I am now out the money and have no item. This needs to be sorted out.
661,shipping_delivery,Return shipping cost deducted from my reimbursement,You deducted the return shipping cost from the credit on my account. I was not told this would happen. The deduction made the credit much smaller than expected.
662,shipping_delivery,"Order delayed over holiday, still not here",I ordered during the holiday expecting some delay but its now 3 weeks late with zero updates. At some point this stops being a delay and starts being a problem. I need this resolved or I want my money back.
663,shipping_delivery,Port strike delaying cargo,Port strikes have stopped all international shipments including mine.
664,shipping_delivery,Tracking number format confusing,The reference number format is unclear making it hard to enter into the courier's system.
665,shipping_delivery,Carrier says I refused delivery but I didnt,I was home all day and never refused anything. Now the package is being sent back and I cant get it redelivered without going through some complicated process that doesnt seem to work.
666,shipping_delivery,"Out of stock at local warehouse, extra charges added",Because the nearest warehouse was out of stock my order shipped from further away. This added extra shipping cost that I wasnt informed about until after I was charged.
667,shipping_delivery,Warranty voided by opening,Opening the package voids the manufacturer warranty according to terms.
668,shipping_delivery,Extra peak season fee not disclosed,An extra surcharge appeared on my statement during peak season. This was never mentioned when I placed the order. The fee more than doubled what I expected to pay.
669,shipping_delivery,Order cancelled without my authorisation,I received an email saying my order was cancelled due to a delivery failure. I never requested cancellation. The money left my account and now the order is gone.
670,shipping_delivery,No record of my recent order,"I placed an order a few days ago, received a payment confirmation, but I cant find the order anywhere in my account. Nothing in order history. Its like it never happened but my money is gone."
671,shipping_delivery,Seller fulfillment delayed,The seller hasn't shipped yet even though I paid weeks ago.
672,shipping_delivery,Delivery was late and item was damaged,My package finally arrived after two weeks of delays and the item inside was damaged. So I waited ages for something I cant even use. Not sure if I should ask for a replacement or what.
673,shipping_delivery,Overnight shipping premium high,Overnight shipping costs as much as the item itself.
674,shipping_delivery,Predicted arrival time was completely wrong,Your predicted delivery time was off by several hours making me wait all day.
675,shipping_delivery,Refund processing very slow,My return was received weeks ago but the credit still hasn't posted to my account. The charge is still sitting on my statement with no adjustment.
676,shipping_delivery,Delivery address wont update in my account,I moved and need to change my delivery address but the account settings page wont save it. Every time I click save it just reloads with the old address. Have 2 orders coming and they'll go to the wrong place.
677,shipping_delivery,Marked delivered but left in an unsafe location and now missing,Marked as delivered but left in an unsecured public area without any notification. Item was stolen before I got there.
678,shipping_delivery,Tracking number returns no results on carrier site,The tracking number in my confirmation email returns not found on every carrier site I've tried for the past week.
679,shipping_delivery,Charged multiple times for getting the order here,I was charged for shipping twice even though I only placed one order. One charge should be refunded.
680,shipping_delivery,"Wrong item sent, need the right one or my money back",I ordered a specific product but received something completely different. This is not what I paid for. I want either the correct item sent urgently or a full resolution on what I was charged.
681,shipping_delivery,Natural disaster impacting delivery,A natural disaster in the region means my package can't be delivered.
682,shipping_delivery,Customs delay for international order,My international order is stuck in customs with no timeline on when it will be released.
